N°,,Code Projet,,Client,Marque,Modèle,Kg,Type de l'essai,Réception échantillons,,,,En cours,,Achevés,,Confirmation,,Offre de prix,Facturation,,Délai de réalisation / essai  (jours),Délai de traitement de dossier  (jours),,Rapport d'essai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Date,Récep,Stock,Etat,,,,,,,Montant HT,Montant HT,Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,57,A373,A3732532,SODIG,LG,F4R5VGG2E,9,Constat,8/8/25,,,Sur site,,,1,1,,,"4,200.000","4,200.000",8/18/25,16,26,Dans les délais,9/3/25,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,58,A373,A3732532,,LG,F4R3VYG6P,9,Constat,8/8/25,,,Sur Site,,,,1,,,,,8/18/25,14,24,Dans les délais,9/1/25,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,59,A373,A3732532,,LG,F4R5VYG2T,9,Constat,8/8/25,,,Sur site,,,,1,,,,,8/18/25,16,26,Dans les délais,9/3/25,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,60,A373,A3732532,,LG,600-b/2022,8,Constat,8/8/25,,,Sur site,,,,1,,,,,8/18/25,16,26,Dans les délais,9/3/25,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,61,A373,A3732532,,LG,FH2J3QDNG0P,7,Constat,8/8/25,,,Sur Site,,,,1,,,,,8/18/25,15,25,Dans les délais,9/2/25,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62,A373,A3732532,,LG,F2J3QYG6J,7,Constat,8/8/25,,,Sur Site,,,,1,,,,,8/18/25,14,24,Dans les délais,9/1/25,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,63,A373,A3732532,,LG,FH2J3TNG5P,8,Constat,8/8/25,,,Sur Site,,,,1,,,,,8/18/25,15,25,Dans les délais,9/2/25,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,64,A373,A3732533,El Athir Service,SAMSUNG,WW80T40CX1,,Constat,8/20/25,1,,reçu,,,,,1,1,1200.000,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,65,A373,A3732533,El Athir Service,CANDY,GVS149,,Constat,8/20/25,1,,reçu,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,66,A373,A3732534,CDCD,Whirlpool,,,Constat,,1,,reçu,1,1,,,,,"1,200.000","1,200.000",8/29/25,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67,A373,A3732534,,Whirlpool,,,Constat,,1,,reçu,,1,,,,,,,8/29/25,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,68,A373,A3732535,Brandt Tunisie,Brandt,,,Classification,,1,,reçu,1,1,,,,,"5,000.000","5,000.000",8/28/25,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,69,A373,A3732536,Electromed,Biolux,MAXY80S,,Classification,,1,,non reçu,,,,,1,1,"5,000.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,70,A373,A3732537,Brandt Tunisie,Brandt,,,Constat,,1,,reçu,1,1,,,,,600.000,600.000,9/2/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,71,A373,A3732538,3 STAR TRADING,SAMSUNG,,7,Contat,,1,,reçu,,,,,1,1,600.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,72,A373,A3732539,SELECT HARD WARE,,,,,,1,,reçu,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,73,A373,A3732540,CONDOR ELECTRONICS INTERNATIONAL,,F710L,7,Classification,,1,,non reçu,,,,,,,"4,000.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
